_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,how_many_people_can_you_see_in_the_image,the_difficulty_of_this_task_is,id,image_url
575325156,10/19/2014 02:40:17,1435252886,10/19/2014 02:38:52,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,21,Easy,count23,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195312.jpg
575325156,10/19/2014 02:48:07,1435258147,10/19/2014 02:46:39,false,gifthulk,0.5042,30142697,USA,FL,Jacksonville,24.129.68.254,15,Easy,count23,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195312.jpg
575325156,10/19/2014 02:57:50,1435264776,10/19/2014 02:54:47,false,instagc,0.5076,18386513,USA,TN,Knoxville,98.70.105.203,20,Easy,count23,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195312.jpg
575325157,10/19/2014 00:13:26,1435143955,10/19/2014 00:08:52,false,instagc,1.0,19838540,USA,AL,Mobile,68.63.67.24,20,Hard,count24,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195412.jpg
575325157,10/19/2014 00:37:14,1435158333,10/19/2014 00:35:14,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,17,Normal,count24,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195412.jpg
575325157,10/19/2014 01:02:05,1435175901,10/19/2014 01:01:14,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,15,Normal,count24,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195412.jpg
575325157,10/19/2014 01:10:44,1435183790,10/19/2014 01:09:26,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,19,Normal,count24,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195412.jpg
575325157,10/19/2014 01:29:18,1435198181,10/19/2014 01:28:58,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,23,Normal,count24,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195412.jpg
575325157,10/19/2014 01:58:47,1435220793,10/19/2014 01:57:23,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,16,Normal,count24,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195412.jpg
575325157,10/19/2014 02:17:56,1435236754,10/19/2014 02:17:04,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,20,Easy,count24,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195412.jpg
575325157,10/19/2014 02:19:37,1435238181,10/19/2014 02:18:55,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,15,Normal,count24,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195412.jpg
575325157,10/19/2014 02:24:24,1435241725,10/19/2014 02:22:27,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,21,Normal,count24,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195412.jpg
575325157,10/19/2014 02:59:47,1435266133,10/19/2014 02:57:50,false,instagc,0.5076,18386513,USA,TN,Knoxville,98.70.105.203,15,Easy,count24,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195412.jpg
575325158,10/19/2014 00:13:26,1435143953,10/19/2014 00:08:52,false,instagc,1.0,19838540,USA,AL,Mobile,68.63.67.24,21,Hard,count25,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195436.jpg
575325158,10/19/2014 00:59:17,1435173751,10/19/2014 00:58:25,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,15,Normal,count25,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195436.jpg
575325158,10/19/2014 01:09:24,1435182642,10/19/2014 01:07:30,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,19,Normal,count25,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195436.jpg
575325158,10/19/2014 01:20:13,1435191263,10/19/2014 01:12:25,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,20,Easy,count25,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195436.jpg
575325158,10/19/2014 01:24:46,1435194516,10/19/2014 01:23:35,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,22,Easy,count25,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195436.jpg
575325158,10/19/2014 01:44:09,1435209631,10/19/2014 01:42:00,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,19,Normal,count25,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195436.jpg
575325158,10/19/2014 01:45:13,1435210540,10/19/2014 01:44:37,false,instagc,0.2152,21319315,USA,PA,Lebanon,50.164.80.73,25,Easy,count25,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195436.jpg
575325158,10/19/2014 02:15:11,1435234720,10/19/2014 02:11:55,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,15,Normal,count25,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195436.jpg
575325158,10/19/2014 02:17:56,1435236757,10/19/2014 02:17:04,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,20,Easy,count25,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195436.jpg
575325158,10/19/2014 02:44:14,1435255527,10/19/2014 02:40:18,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,18,Normal,count25,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195436.jpg
575325159,10/19/2014 00:20:07,1435147940,10/19/2014 00:16:28,false,elite,0.9333,26090878,USA,CT,Litchfield,69.123.110.189,19,Easy,count26,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195515.jpg
575325159,10/19/2014 01:04:40,1435178035,10/19/2014 01:04:02,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,15,Normal,count26,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195515.jpg
575325159,10/19/2014 01:14:33,1435186834,10/19/2014 01:13:31,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,30,Hard,count26,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195515.jpg
575325159,10/19/2014 01:15:03,1435187286,10/19/2014 01:13:11,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,21,Normal,count26,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195515.jpg
575325159,10/19/2014 01:23:07,1435193210,10/19/2014 01:21:51,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,21,Normal,count26,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195515.jpg
575325159,10/19/2014 01:35:41,1435203053,10/19/2014 01:34:19,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,16,Hard,count26,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195515.jpg
575325159,10/19/2014 01:41:40,1435207544,10/19/2014 01:27:13,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.96,20,Normal,count26,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195515.jpg
575325159,10/19/2014 02:14:29,1435234276,10/19/2014 02:11:41,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,12,Hard,count26,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195515.jpg
575325159,10/19/2014 02:15:51,1435235221,10/19/2014 02:14:59,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,20,Easy,count26,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195515.jpg
575325159,10/19/2014 02:49:12,1435258988,10/19/2014 02:48:08,false,gifthulk,0.5042,30142697,USA,FL,Jacksonville,24.129.68.254,15,Normal,count26,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195515.jpg
575325160,10/19/2014 00:24:07,1435150399,10/19/2014 00:16:26,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,20,Easy,count27,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195652.jpg
575325160,10/19/2014 01:05:25,1435178830,10/19/2014 01:04:42,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,15,Normal,count27,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195652.jpg
575325160,10/19/2014 01:10:44,1435183791,10/19/2014 01:09:26,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,21,Normal,count27,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195652.jpg
575325160,10/19/2014 01:18:05,1435189458,10/19/2014 01:17:14,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,27,Hard,count27,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195652.jpg
575325160,10/19/2014 01:29:39,1435198519,10/19/2014 01:29:20,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,22,Easy,count27,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195652.jpg
575325160,10/19/2014 01:44:37,1435210002,10/19/2014 01:43:50,false,instagc,0.2152,21319315,USA,PA,Lebanon,50.164.80.73,25,Easy,count27,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195652.jpg
575325160,10/19/2014 01:53:14,1435216269,10/19/2014 01:51:49,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,20,Normal,count27,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195652.jpg
575325160,10/19/2014 02:15:51,1435235222,10/19/2014 02:14:59,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,25,Easy,count27,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195652.jpg
575325160,10/19/2014 02:18:51,1435237572,10/19/2014 02:16:54,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,15,Normal,count27,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195652.jpg
575325160,10/19/2014 02:46:27,1435257007,10/19/2014 02:44:59,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,21,Normal,count27,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195652.jpg
575325161,10/19/2014 01:02:05,1435175903,10/19/2014 01:01:14,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,18,Normal,count28,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195721.jpg
575325161,10/19/2014 01:05:39,1435179084,10/19/2014 01:03:22,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,18,Normal,count28,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195721.jpg
575325161,10/19/2014 01:06:07,1435179481,10/19/2014 01:04:20,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,22,Normal,count28,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195721.jpg
575325161,10/19/2014 01:25:56,1435195570,10/19/2014 01:23:25,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,19,Hard,count28,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195721.jpg
575325161,10/19/2014 01:29:18,1435198177,10/19/2014 01:28:58,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,22,Normal,count28,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195721.jpg
575325161,10/19/2014 02:10:14,1435231323,10/19/2014 02:08:36,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,20,Normal,count28,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195721.jpg
575325161,10/19/2014 02:16:44,1435235844,10/19/2014 02:14:30,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,19,Normal,count28,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195721.jpg
575325161,10/19/2014 02:46:09,1435256840,10/19/2014 02:45:38,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,20,Easy,count28,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195721.jpg
575325161,10/19/2014 02:51:21,1435260478,10/19/2014 02:50:30,false,gifthulk,0.5042,30142697,USA,FL,Jacksonville,24.129.68.254,16,Normal,count28,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195721.jpg
575325161,10/19/2014 03:01:55,1435267605,10/19/2014 02:59:48,false,instagc,0.5076,18386513,USA,TN,Knoxville,98.70.105.203,15,Normal,count28,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195721.jpg
575325162,10/19/2014 00:58:23,1435172992,10/19/2014 00:57:33,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,15,Normal,count29,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195729.jpg
575325162,10/19/2014 01:12:20,1435185138,10/19/2014 01:06:11,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,23,Easy,count29,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195729.jpg
575325162,10/19/2014 01:15:03,1435187288,10/19/2014 01:13:11,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,23,Normal,count29,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195729.jpg
575325162,10/19/2014 01:15:14,1435187490,10/19/2014 01:13:24,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,25,Hard,count29,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195729.jpg
575325162,10/19/2014 01:18:05,1435189460,10/19/2014 01:17:14,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,23,Hard,count29,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195729.jpg
575325162,10/19/2014 01:53:14,1435216272,10/19/2014 01:51:49,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,20,Normal,count29,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195729.jpg
575325162,10/19/2014 02:16:49,1435235921,10/19/2014 02:15:15,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,15,Normal,count29,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195729.jpg
575325162,10/19/2014 02:44:58,1435255967,10/19/2014 02:44:15,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,22,Normal,count29,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195729.jpg
575325162,10/19/2014 02:45:37,1435256390,10/19/2014 02:39:56,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,20,Easy,count29,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195729.jpg
575325162,10/19/2014 02:49:12,1435258986,10/19/2014 02:48:08,false,gifthulk,0.5042,30142697,USA,FL,Jacksonville,24.129.68.254,22,Hard,count29,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195729.jpg
575325163,10/19/2014 00:21:03,1435148513,10/19/2014 00:20:09,false,elite,0.9333,26090878,USA,CT,Litchfield,69.123.110.189,18,Normal,count30,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195815.jpg
575325163,10/19/2014 01:06:07,1435179478,10/19/2014 01:04:20,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,21,Hard,count30,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195815.jpg
575325163,10/19/2014 01:07:13,1435180551,10/19/2014 01:05:26,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,10,Normal,count30,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195815.jpg
575325163,10/19/2014 01:09:16,1435182549,10/19/2014 01:07:52,false,clixsense,0.775,11106820,USA,MA,Taunton,108.49.222.138,35,Normal,count30,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195815.jpg
575325163,10/19/2014 01:16:37,1435188412,10/19/2014 01:15:13,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,35,Hard,count30,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195815.jpg
575325163,10/19/2014 01:19:33,1435190640,10/19/2014 01:18:10,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,21,Normal,count30,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195815.jpg
575325163,10/19/2014 01:28:56,1435197955,10/19/2014 01:28:32,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,22,Normal,count30,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195815.jpg
575325163,10/19/2014 01:41:57,1435207810,10/19/2014 01:39:29,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,18,Hard,count30,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195815.jpg
575325163,10/19/2014 02:05:23,1435227477,10/19/2014 01:48:12,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,20,Normal,count30,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195815.jpg
575325163,10/19/2014 02:20:41,1435238901,10/19/2014 02:19:31,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,20,Easy,count30,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195815.jpg
575325164,10/19/2014 00:39:44,1435160116,10/19/2014 00:37:20,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,22,Normal,count31,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195819.jpg
575325164,10/19/2014 01:01:13,1435175178,10/19/2014 01:00:19,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,15,Normal,count31,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195819.jpg
575325164,10/19/2014 01:07:27,1435180798,10/19/2014 01:05:40,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,21,Hard,count31,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195819.jpg
575325164,10/19/2014 01:14:33,1435186836,10/19/2014 01:13:31,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,32,Hard,count31,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195819.jpg
575325164,10/19/2014 01:24:46,1435194522,10/19/2014 01:23:35,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,17,Easy,count31,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195819.jpg
575325164,10/19/2014 01:44:09,1435209625,10/19/2014 01:42:00,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,18,Normal,count31,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195819.jpg
575325164,10/19/2014 02:06:42,1435228478,10/19/2014 02:05:28,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,15,Normal,count31,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195819.jpg
575325164,10/19/2014 02:17:56,1435236753,10/19/2014 02:17:04,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,25,Easy,count31,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195819.jpg
575325164,10/19/2014 02:38:51,1435251838,10/19/2014 02:24:26,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,24,Easy,count31,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195819.jpg
575325164,10/19/2014 02:50:30,1435259940,10/19/2014 02:49:13,false,gifthulk,0.5042,30142697,USA,FL,Jacksonville,24.129.68.254,20,Normal,count31,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195819.jpg
575325165,10/19/2014 00:55:24,1435170614,10/19/2014 00:54:30,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,20,Normal,count32,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195825.jpg
575325165,10/19/2014 01:05:39,1435179086,10/19/2014 01:03:22,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,19,Normal,count32,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195825.jpg
575325165,10/19/2014 01:23:35,1435193643,10/19/2014 01:23:07,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,21,Normal,count32,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195825.jpg
575325165,10/19/2014 01:34:18,1435202062,10/19/2014 01:31:16,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,19,Normal,count32,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195825.jpg
575325165,10/19/2014 01:41:40,1435207539,10/19/2014 01:27:13,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.96,20,Normal,count32,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195825.jpg
575325165,10/19/2014 02:05:23,1435227481,10/19/2014 01:48:12,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,10,Normal,count32,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195825.jpg
575325165,10/19/2014 02:17:56,1435236758,10/19/2014 02:17:04,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,25,Easy,count32,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195825.jpg
575325165,10/19/2014 02:22:24,1435240277,10/19/2014 02:18:37,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,16,Hard,count32,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195825.jpg
575325165,10/19/2014 02:50:30,1435259943,10/19/2014 02:49:13,false,gifthulk,0.5042,30142697,USA,FL,Jacksonville,24.129.68.254,17,Normal,count32,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195825.jpg
575325165,10/19/2014 02:57:50,1435264778,10/19/2014 02:54:47,false,instagc,0.5076,18386513,USA,TN,Knoxville,98.70.105.203,30,Hard,count32,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195825.jpg
575325166,10/19/2014 00:39:44,1435160113,10/19/2014 00:37:20,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,20,Easy,count33,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195922.jpg
575325166,10/19/2014 01:08:11,1435181401,10/19/2014 01:07:14,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,15,Normal,count33,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195922.jpg
575325166,10/19/2014 01:13:30,1435186071,10/19/2014 01:11:05,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,23,Normal,count33,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195922.jpg
575325166,10/19/2014 01:21:49,1435192364,10/19/2014 01:20:31,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,21,Hard,count33,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195922.jpg
575325166,10/19/2014 01:23:45,1435193871,10/19/2014 01:22:17,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,21,Normal,count33,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195922.jpg
575325166,10/19/2014 01:48:08,1435212652,10/19/2014 01:45:42,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,15,Normal,count33,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195922.jpg
575325166,10/19/2014 01:57:22,1435219608,10/19/2014 01:55:47,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,20,Normal,count33,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195922.jpg
575325166,10/19/2014 02:15:51,1435235219,10/19/2014 02:14:59,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,20,Easy,count33,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195922.jpg
575325166,10/19/2014 02:24:24,1435241721,10/19/2014 02:22:27,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,21,Normal,count33,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195922.jpg
575325166,10/19/2014 02:48:07,1435258146,10/19/2014 02:46:39,false,gifthulk,0.5042,30142697,USA,FL,Jacksonville,24.129.68.254,20,Easy,count33,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195922.jpg
575325167,10/19/2014 00:08:51,1435140844,10/19/2014 00:06:30,false,instagc,1.0,19838540,USA,AL,Mobile,68.63.67.24,23,Hard,count34,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195927.jpg
575325167,10/19/2014 00:57:32,1435172245,10/19/2014 00:55:26,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,15,Normal,count34,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195927.jpg
575325167,10/19/2014 01:04:42,1435178068,10/19/2014 01:02:16,false,sendearnings,0.6667,2037537,USA,CA,Temecula,76.168.153.172,19,Easy,count34,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195927.jpg
575325167,10/19/2014 01:15:14,1435187487,10/19/2014 01:13:24,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,19,Normal,count34,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195927.jpg
575325167,10/19/2014 01:18:05,1435189457,10/19/2014 01:17:14,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,28,Hard,count34,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195927.jpg
575325167,10/19/2014 01:22:16,1435192692,10/19/2014 01:20:59,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,20,Normal,count34,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195927.jpg
575325167,10/19/2014 01:41:40,1435207536,10/19/2014 01:27:13,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.96,20,Normal,count34,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195927.jpg
575325167,10/19/2014 01:55:45,1435218364,10/19/2014 01:53:15,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,18,Normal,count34,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195927.jpg
575325167,10/19/2014 02:11:40,1435232314,10/19/2014 02:10:17,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,12,Normal,count34,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195927.jpg
575325167,10/19/2014 02:40:17,1435252888,10/19/2014 02:38:52,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,21,Normal,count34,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195927.jpg
575325168,10/19/2014 01:04:42,1435178065,10/19/2014 01:02:16,false,sendearnings,0.6667,2037537,USA,CA,Temecula,76.168.153.172,18,Easy,count35,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_200011.jpg
